"Grant.ID","category","date","description","amount"
"2253200-1920","Resident Well-Being","
  2022-09-23","
  Resident wellness activities, meals, events","
  3300
"
"2253200-1920","Educational Workshops, Conferences or Retreat","
  2022-07-27","
  AAFP conference (recruitment)","
  2400
"
"2253200-2021","Salaries, Benefits and Wages","
  2022-12-01","
  Faculty Clinic Consultant Salary Support","
  1200
"
"2253200-2021","Educational Workshops, Conferences or Retreat","
  2022-09-24","
  Fall Resident Retreat","
  5000
"
"2253200-2021","Educational Materials","
  2022-12-01","
  Butterfly POCUS medical education software","
  2500
"
"2253200-2021","Educational Materials","
  2022-11-17","
  Butterfly POCUS medical education software for 8 users","
  1920
"
"2253200-2021","Educational Materials","
  2022-07-30","
  Butterfly POCUS medical education software for 17 users","
  4080
"
"2253200-2021","Educational Materials","
  2022-10-14","
  Global Ultrasound Institute MSK &amp; POCUS essentials","
  4400
"
"2253200-2021","Educational Materials","
  2022-12-05","
  Butterfly POCUS probes + chargers for 3 interns","
  5900
"
"2253200-2122","Salaries, Benefits and Wages","
  2022-12-01","
  Faculty Clinic Consultant Salary Support","
  10500
"
"2253200-2122","Recruitment","
  2022-11-01","
  Recruitment dinners, recruitment fair attendance, swag","
  11200
"
"2253200-2122","Educational Workshops, Conferences or Retreat","
  2022-10-01","
  Program Director, Faculty, &amp; Resident conference attendance","
  3300
"
"2253290-2122","Salaries, Benefits and Wages","
  2022-12-01","
  wages and benefits for 2 residents","
  25000
"
"2253240-1920","Salaries, Benefits and Wages","
  2022-12-01","
  wages, benefits, and salary for 5 residents","
  100000
"
"2253240-2021","Salaries, Benefits and Wages","
  2022-12-01","
  wages and benefits for 5 residents","
  145000
"
"2253240-2122","Salaries, Benefits and Wages","
  2022-12-01","
  Salaries, wages, and benefits for 5 residents","
  90000
"
"2253271-2021","Salaries, Benefits and Wages","
  2022-12-30","
  This partially covers one resident salary. ","
  37500
"
"2253201-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  ZOOM Subscriptions","
  1259.4
"
"2253201-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-29","
  Mobile Beacon Subscription","
  144
"
"2253201-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-01","
  GUSI POCUS Training Subscription","
  3400
"
"2253201-1920","Contractual and Consultant Costs","
  2022-12-30","
  Diversity &amp; Creating Equity Training-OnTheMargins","
  10000
"
"2253201-1920","Resident Well-Being","
  2022-12-30","
  Resident Wellness Activities-Fall","
  3322.49
"
"2253201-1920","Recruitment","
  2022-11-18","
  Student Medical Assoc Booth Fee","
  3350
"
"2253201-1920","Recruitment","
  2022-07-27","
  Lodging AAFP Conference","
  711.87
"
"2253201-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  Salso Pro Subscription","
  297
"
"2253201-1920","Educational Materials","
  2022-12-05","
  Community Engagement Equipment-Photobooth","
  2515.24
"
"2253201-2021","Contractual and Consultant Costs","
  2022-07-15","
  Resident Coaching &amp; Development-Lee","
  3241.66
"
"2253201-2021","Contractual and Consultant Costs","
  2022-09-22","
  Resident Coaching &amp; Development-Lee","
  214
"
"2253201-2021","Educational Materials","
  2022-11-17","
  POCUS Training Supplies","
  150
"
"2253201-2021","Educational Workshops, Conferences or Retreat","
  2022-11-01","
  BLS Certification Course-Vuksich","
  70
"
"2253201-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Culinary Medicine Faculty-Kohatsu","
  13040
"
"2253201-2021","Educational Materials","
  2022-12-05","
  Community Engagement Photo Booth","
  1012.51
"
"2253201-2021","Unused Funds","
  2022-12-30","
  Unused Funds","
  7271.83
"
"2253201-2122","Contractual and Consultant Costs","
  2022-12-30","
  Diversity &amp; Creating Equity Project-Washington,Sharon","
  14700
"
"2253201-2122","Educational Materials","
  2022-09-09","
  Skills Fair Training Event-Bernard","
  90.53
"
"2253201-2122","Educational Materials","
  2022-07-07","
  DEI CEDAWG Training Event-Freschi","
  90.53
"
"2253201-2122","Educational Materials","
  2022-12-01","
  Dynamic Neural Retraining System Video Training-Mason","
  349.95
"
"2253201-2122","Educational Materials","
  2022-08-01","
  Educational Supply - I Pad Pro - Community Engagement Projects","
  1511.42
"
"2253201-2122","Unused Funds","
  2022-12-30","
  Resident Coaching &amp; Development-Documentation","
  8257.57
"
"2253255-1920","Resident Well-Being","
  2022-10-11","
  Resident work apparel; lactation accomodation","
  7333.14
"
"2253255-1920","Meals","
  2022-10-27","
  Snacks for resident meetings","
  270
"
"2253255-1920","Educational Materials","
  2022-07-12","
  Book basket","
  78.18
"
"2253255-1920","Recruitment","
  2022-09-28","
  LMSA virtual conference","
  120
"
"2253255-1920","Educational Workshops, Conferences or Retreat","
  2022-08-17","
  SFP conference; critical care course","
  1230.25
"
"2253255-1920","Travel","
  2022-11-10","
  flight and hotel for critical conference course","
  1468.43
"
"2253255-1920","Unused Funds","
  2022-12-30","
  ACOG Wellness week","
  9000
"
"2253255-1920","Unused Funds","
  2022-12-30","
  Thank a resident day","
  2500
"
"2253255-1920","Unused Funds","
  2022-12-30","
  Resident Retreat","
  10000
"
"2253255-1920","Unused Funds","
  2022-12-30","
  Graduation","
  10000
"
"2253255-1920","Unused Funds","
  2022-12-30","
  Scrubs","
  2000
"
"2253255-1920","Unused Funds","
  2022-12-30","
  Faculty/Resident mentoring groups","
  3500
"
"2253255-1920","Unused Funds","
  2022-12-30","
  Board review course","
  10500
"
"2253255-1920","Unused Funds","
  2022-12-30","
  Susanville rural rotation","
  2000
"
"2253250-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Kathy Angkustiri -10% Effort, Behavioral Health Training","
  12348.39
"
"2253250-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Samhita Bhargava, 5% Effort, QI Champion and Glassrock Continuity clinic","
  5584.97
"
"2253250-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Melissa Hopkins - 10% Effort, Mental Health Training","
  15431.63
"
"2253250-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Adrienne Hoyt-Austin, 5% Effort, Faculty Coach","
  4916.74
"
"2253250-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Sean Munoz, 5% Effort, Faculty Coach","
  5838.66
"
"2253250-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Maura Reilly - 30% Effort, Community Health and Advocacy and Scholarly Project Training","
  10599.5
"
"2253250-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-17","
  Mircophone to be used soley for mixed in person/live didactic conferences for residents","
  71.42
"
"2253250-2122","Educational Materials","
  2022-08-11","
  MedStudy Agreement to assist our third-year pediatric residents in studying for the American Board of Pediatrics initial general pediatrics certifying examination","
  5420.66
"
"2253250-2122","Unused Funds","
  2022-12-30","
  Unused funds to be used on salaries, benefits and wages from 1/1/23-6/30/23","
  14788.03
"
"2253244-1920","Salaries, Benefits and Wages","
  2022-07-04","
  Salaries, Benefits, EPL for May &amp; June ","
  16127.58
"
"2253244-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries, Benefits, EPL for Jul - Dec","
  47799.71
"
"2253244-1920","Licensing Fees","
  2022-07-04","
  Med Board License Residents","
  11293.5
"
"2253244-1920","Meals","
  2022-07-04","
  Meal Tickets Residents","
  10728.64
"
"2253244-1920","Contractual and Consultant Costs","
  2022-12-30","
  Josh Wathen ","
  885
"
"2253244-1920","Resident Well-Being","
  2022-07-04","
  Resident Wellness","
  5592.33
"
"2253244-1920","Resident Well-Being","
  2022-07-04","
  Resident Education Stipend","
  28414.57
"
"2253244-1920","Educational Workshops, Conferences or Retreat","
  2022-07-04","
  Procedure Workshop","
  126.86
"
"2253244-1920","Faculty Development","
  2022-07-04","
  Chief Resident Stipend Supplies APD","
  2481.67
"
"2253244-1920","Licensing Fees","
  2022-07-04","
  Resident Exams","
  21535
"
"2253244-1920","Unused Funds","
  2022-12-30","
  Remaining Funds not used yet","
  59604.14
"
"2253244-2122","Salaries, Benefits and Wages","
  2022-12-30","
  July through December salaries, benefits and wages will be posted in January. The reported amount includes the total though for residency program administrative staff and faculty.","
  22830.69
"
"2253244-2122","Unused Funds","
  2022-12-30","
  Unused funds will support programmatic costs such as union dues, wellness programming events, reimbursement for scholarship and mileage, educational and DEI program costs, and educational supplies","
  77169.31
"
"2253203-1920","Salaries, Benefits and Wages","
  2022-07-31","
  July Resident director and coordinator  ","
  9380.35
"
"2253203-1920","Salaries, Benefits and Wages","
  2022-08-31","
  August Resident director and coordinator  ","
  9028.63
"
"2253203-1920","Salaries, Benefits and Wages","
  2022-09-30","
  September Resident director and coordinator  ","
  9204.49
"
"2253203-1920","Salaries, Benefits and Wages","
  2022-10-31","
   October Resident Director and coordinator","
  9029.41
"
"2253203-1920","Salaries, Benefits and Wages","
  2022-11-30","
  November Resident Director and coordinator","
  9059.19
"
"2253203-1920","Salaries, Benefits and Wages","
  2022-12-30","
  December Resident Director and coordinator","
  6182.47
"
"2253206-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries, Benefits for Residents","
  25000
"
"2253206-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries, Benefits for Residents","
  25000
"
"2253291-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries, Benefits for Residents","
  33504.88
"
"2253291-2122","Unused Funds","
  2022-12-30","
  Salaries, Benefits for Residents","
  3995.12
"
"2253202-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-02","
  Program director subscription to NEJM","
  59
"
"2253202-2021","Educational Materials","
  2022-10-25","
  NEJM online subscription to assess resident training, board review modules &amp; clinical modules","
  4800
"
"2253202-2021","Educational Workshops, Conferences or Retreat","
  2022-10-02","
  Resident &amp; Core Faculty Fall Retreat for 3-day overnight event.  Activities include detailed review of program curriculum, identify areas for improvement, create action plan, assess well-being, bonding, and team building","
  27545
"
"2253202-2021","Unused Funds","
  2022-12-30","
  Spring resident &amp; faculty retreat, resident travel, faculty development, resident wellness","
  28762
"
"2253202-2122","Salaries, Benefits and Wages","
  2022-11-30","
  Stipend for resident coverage of 24 hour call over 2 days during resident &amp; faculty fall retreat","
  3000
"
"2253202-2122","Educational Materials","
  2022-09-14","
  Society of Teachers of Family Medicine Residency Curriculum of peer-reviewed, case-based presentations, quizzes, and facilitators' guides","
  1800
"
"2253202-2122","Unused Funds","
  2022-12-30","
  Spring resident &amp; faculty retreat, resident travel","
  20200
"
"2253260-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Residency Program Director (PD), Associate Program Director (APD), Residency Research Lead (RL) and Simulation Director (SD): We allocated 16% of the Program Director's and  8%  of our residency faculty team's  (APD, RL, SD, except a flat rate for OB sim lead) salary and benefits to the CalMed grant.  For the faculty salary support was provided for GME/residency activities only.  Sixteen percent for the program director includes time to support the 2 additional trainees, organize the expansion and improvement of the curriculum (including EDI, Community Outreach and other components of the residnet leadership curriculum).  For three faculty eight percent of the costs represent those incurred by teaching and supporting the two (of twenty-four total) residents that are supported by the CalMed grant.   We expended our simulation curriculum and added support via a flat fee for the new faculty member.","
  28349
"
"2253260-1920","Salaries, Benefits and Wages","
  2022-12-30","
  8% of Residency Coordinator (RC; one FTE); 8% ACGME/GME Manager (1 FTE)","
  7532
"
"2253260-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Contribution to support  2 resident salary and benefits","
  12486
"
"2253260-1920","Recruitment","
  2022-10-01","
  EDI GME Recruitment video for OBGYN Department","
  2975
"
"2253260-1920","Faculty Development","
  2022-08-31","
  Education Retreat Invited Speaker - honorarium","
  1500
"
"2253260-1920","Meals","
  2022-08-31","
  Education Retreat meals for all trainees and faculty","
  648
"
"2253260-1920","Travel","
  2022-08-31","
  Air and Hotel ($565.96 and $628.86) for Education Retreat Speaker","
  1185
"
"2253260-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-27","
  APGO Dues","
  325
"
"2253260-1920","Unused Funds","
  2022-07-31","
  THIS WAS ALL ACCOUNTED FOR IN THE JULY REPORT.We should have only had 55,000 of unused funds at the start of this cycle.  All prior 6 month intervals have used the $55,000 available .  We will work with our grants group to identify the discrepancy.","
  66394.78
"
"2253258-1920","Salaries, Benefits and Wages","
  2022-07-15","
  Salary, Benefits and Housing Stipend","
  100000
"
"2253258-2021","Contractual and Consultant Costs","
  2022-07-11","
  Cultural Humility Training for Residents","
  6500
"
"2253258-2021","Salaries, Benefits and Wages","
  2022-07-11","
  Salary Benefits and Housing Stipends","
  118500
"
"2253258-2122","Salaries, Benefits and Wages","
  2022-07-11","
  Salaries, Benefits and Housing Stipend","
  50000
"
"2253276-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-13","
  ECG Weekly for 10 Residents","
  156
"
"2253276-2021","Resident Well-Being","
  2022-12-30","
  Wellness funds for 10 residents for 6 months ($30/resident x 6 months)","
  1800
"
"2253276-2021","Educational Workshops, Conferences or Retreat","
  2022-07-27","
  ATLS Course for 10 Residents","
  900
"
"2253276-2021","Travel","
  2022-12-30","
  Hotels for Resident Away Rotations- 5 residents","
  15724.8
"
"2253276-2021","Educational Materials","
  2022-12-16","
  ABEM ITE Registration for 10 residents","
  1400
"
"2253276-2021","Recruitment","
  2022-12-30","
  Catering for Recruitment Open Houses (3)","
  1094.2
"
"2253276-2021","Meals","
  2022-12-30","
  Meal Stipend for 5 residents ($20/day x 6 days x 24 weeks= $2880 per resident)","
  14400
"
"2253276-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-06","
  CORD Dues 1/1/23-12/31/23","
  775
"
"2253276-2021","Educational Materials","
  2022-12-30","
  Education Stipend for 1 resident (half of annual stipend)","
  1250
"
"2253276-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-13","
  ECG Weekly for 10 Residents","
  156
"
"2253276-2122","Resident Well-Being","
  2022-12-30","
  Wellness funds for 10 class of 2025 residents for 6 months ($30/resident x 6 months)","
  1800
"
"2253276-2122","Educational Workshops, Conferences or Retreat","
  2022-07-27","
  ATLS Course for 10 Class of 2025 residents","
  9000
"
"2253276-2122","Educational Materials","
  2022-12-16","
  ABEM ITE Registration for 10 Class of 2025 Residents","
  1400
"
"2253276-2122","Meals","
  2022-12-30","
  Meal Stipend for 5 residents for six months minus 2 vacation weeks ($20/day x 6days x 24 weeks)","
  14400
"
"2253276-2122","Educational Materials","
  2022-12-30","
  Education Stipend for 5 Class of 2025 residents- partial cost (full cost is 12,500)","
  10744
"
"2253265-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (Kasie Dorr PGY3)","
  33100
"
"2253265-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (Joshua Blosser PGY3)","
  4400
"
"2253265-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (Stephen Chua PGY2)","
  32136
"
"2253265-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (Justin Martin-Whitlock PGY2)","
  32136
"
"2253265-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (Marshall Roberts PGY2)","
  32136
"
"2253265-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (Payal Shah PGY2)","
  16092
"
"2253265-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (David Cherng PGY1)","
  31200
"
"2253265-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (Daniela Fargason PGY1)","
  31200
"
"2253265-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (Marjan Koosha Johnson PGY1)","
  31200
"
"2253265-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salary 7/1/22 - 12/31/22 (Chris Kocar PGY1)","
  18900
"
"2253264-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries/Benefits Bland Ahmed","
  37500
"
"2253264-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Salariy/Benefits Andrew Barsoum","
  37500
"
"2253264-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Salary and Benefits, Nicholas Munoz","
  37500
"
"2253264-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Salary and Benefits for Chibuike Agwuegbo","
  37500
"
"2253166-1819","Salaries, Benefits and Wages","
  2022-12-30","
  Salary for 2 resident (6 mos= $78,193): ","
  78193.46
"
"2253166-1819","Salaries, Benefits and Wages","
  2022-12-30","
  Benefits for 2 residents","
  23006.54
"
"2253166-1819","Salaries, Benefits and Wages","
  2022-12-30","
  Education Stipend for 2 residents ($750/resident)","
  1500
"
"2253166-1819","Meals","
  2022-12-30","
  Meal credit for 2 residents ($150/month*6mos)","
  1800
"
"2253166-1819","Salaries, Benefits and Wages","
  2022-12-30","
  Housing stipend for 2 residents (1/2 in Oct- 4,000*2)","
  8000
"
"2253166-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salary for 1 resident (6 mos @ogy3) ","
  40616
"
"2253166-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Benefits for pgy3 6 mos)","
  10110
"
"2253166-1920","Educational Materials","
  2022-12-30","
  education stipend","
  750
"
"2253166-1920","Meals","
  2022-12-30","
  Meal credit stipend","
  900
"
"2253166-1920","Meals","
  2022-12-30","
  Large group meals for residents are only allowable as part of educational meetings hosted by the residency program:educational conferences,","
  1227.41
"
"2253166-1920","Scholarship","
  2022-12-30","
  Visiting elective scholar programs   support for visiting medical students with financial need to advance DEI initiatives (2 @$1500)","
  3000
"
"2253166-1920","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  ACEP Conference Registration (12 residents) ","
  5340
"
"2253166-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-04","
  ACEP Residency Membership","
  4725
"
"2253166-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-01","
  CORD Residency Membership","
  1175
"
"2253166-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-02","
  QGENDA scheduling IT System","
  8669
"
"2253166-1920","Medical Equipment","
  2022-12-30","
  Pagers for residents: pt care  (Med equip)","
  875.86
"
"2253166-1920","Recruitment","
  2022-12-30","
  Medical Student Recruitment for rotators, Residency Fairs ACEP, CalACEP and interview QAs","
  2599.48
"
"2253166-1920","Educational Workshops, Conferences or Retreat","
  2022-09-01","
  CalACEP Conference Registration for residents","
  158
"
"2253166-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-31","
  SAEM Residency Membership","
  2040
"
"2253166-1920","Unused Funds","
  2022-12-30","
  Expecting this to be expensed q3/q4","
  37814.25
"
"2253166-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Salary for 1 resident (6 mos= $39,140)","
  39140
"
"2253166-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Benefits for 1 resident (6 mos= $10110) ","
  10110
"
"2253166-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Education Stipend for 1 resident","
  750
"
"2253166-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Salary for 1 resident (6 mos= $30,000) ","
  30000
"
"2253253-1819","Salaries, Benefits and Wages","
  2022-12-30","
  Saman Baban, Alexandria Dyer, Ryan Wooddson, Asia Gandy, Valeria Melo, Katherine Brito","
  34347.54
"
"2253253-1819","Insurance","
  2022-12-30","
  Residents' health insurance","
  4257.83
"
"2253253-1819","Unused Funds","
  2022-12-30","
  Outstanding residents' salaries and benefits","
  22872.86
"
"2253253-1920","Unused Funds","
  2022-12-30","
  Outstanding residents' salaries and benefits","
  402242.31
"
"2253253-2021","Unused Funds","
  2022-12-30","
   Outstanding residents' salaries and benefits","
  75000
"
"2253253-2122","Unused Funds","
  2022-12-30","
  Outstanding residents' salaries and benefits","
  50000
"
"2253247-1920","Salaries, Benefits and Wages","
  2022-12-30","
  salaries and benefits for PLUS residents","
  130000
"
"2253247-2021","Salaries, Benefits and Wages","
  2022-12-30","
  salaries and benefits for PLUS residents","
  75000
"
"2253247-2122","Salaries, Benefits and Wages","
  2022-12-30","
  salaries and benefits for PLUS residents","
  50000
"
"2253167-1819","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries and Benefits","
  87037.2
"
"2253167-1819","Insurance","
  2022-12-30","
  Insurance for Residents","
  24754.89
"
"2253167-1819","Insurance","
  2022-12-30","
  UCSF Network Recharge for Residents and General Liability Insurance","
  906.8
"
"2253167-1819","Insurance","
  2022-12-30","
  Malpractice charge for Residents","
  1462.62
"
"2253167-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries and Benefits","
  52663.98
"
"2253167-1920","Insurance","
  2022-12-30","
  UCSF Network Recharge and General Liability Insurance","
  553.62
"
"2253167-1920","Insurance","
  2022-12-30","
  Insurance for Residents","
  15859.43
"
"2253167-1920","Insurance","
  2022-12-30","
  Malpractice charge for Residents","
  4195.84
"
"2253167-1920","Unused Funds","
  2022-12-30","
  Funds will be used for Resident Salary and Benefits","
  61727.13
"
"2253167-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries and Benefits","
  25000
"
"2253167-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries and Benefits","
  101631.2
"
"2253167-2122","Insurance","
  2022-12-30","
  Insurance for Residents","
  18248.11
"
"2253167-2122","Insurance","
  2022-12-30","
  UCSF Network Recharge and General Liability Insurance","
  1079.25
"
"2253167-2122","Insurance","
  2022-12-30","
  Malpractice charge for Residents","
  8511.8
"
"2253167-2122","Unused Funds","
  2022-12-30","
  Resident Salaries and Benefits","
  5529.64
"
"2253204-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Time","
  46764.3
"
"2253204-1920","Unused Funds","
  2022-12-30","
  Remaining balance will be allocated to Faculty Time","
  21764.35
"
"2253204-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Time","
  41555.1
"
"2253204-2021","Educational Materials","
  2022-12-30","
  Butterfly Network supplies","
  8473.53
"
"2253204-2021","Unused Funds","
  2022-12-30","
  Remaining balance will be allocated to Faculty Time","
  9286.57
"
"2253204-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries and Benefits","
  75000
"
"2253229-2021","Unused Funds","
  2022-12-30","
  Remaining balance will be allocated to Resident Salary and Benefits","
  50000
"
"2253229-2122","Unused Funds","
  2022-12-30","
  Remaining balance will be allocated to Resident Salary and Benefits","
  25000
"
"2253254-1819","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries and Benefits","
  66138.24
"
"2253254-1819","Insurance","
  2022-12-30","
  Insurance for Residents","
  14935.03
"
"2253254-1819","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty time for Amy Autry","
  66295.53
"
"2253254-1819","Insurance","
  2022-12-30","
  UCSF Network and General Liability Insurance","
  1304.49
"
"2253254-1819","Insurance","
  2022-12-30","
  Malpractice charge for Residents","
  5300
"
"2253254-1819","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  Conference Registration","
  300
"
"2253254-1819","Educational Materials","
  2022-12-30","
  Book s for Resident","
  193.34
"
"2253254-1819","Unused Funds","
  2022-12-30","
  Faculty and Resident Salary and Benefits","
  212811.49
"
"2253254-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Time","
  95154
"
"2253254-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Staff  Salaries and Benefits","
  9846
"
"2253254-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Salary and Benefits","
  116667.03
"
"2253254-2021","Educational Materials","
  2022-12-30","
  Materials for residents","
  143.91
"
"2253254-2021","Licensing Fees","
  2022-12-30","
  License Fees for Residents","
  3575
"
"2253254-2021","Unused Funds","
  2022-12-30","
  Faculty Salary and Benefits","
  54415.06
"
"2253254-2021","Resident Well-Being","
  2022-12-30","
  COVID Testing ","
  199
"
"2253254-2122","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  The Pines Resort Workshop- Transportation &amp; Lodging Deposit","
  2477.78
"
"2253254-2122","Meals","
  2022-12-30","
  Lunch for residency program meeting","
  42.85
"
"2253254-2122","Unused Funds","
  2022-12-30","
  Funds will be used to support faculty time","
  72479.37
"
"2253249-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries and Benefits","
  12913.88
"
"2253249-1920","Insurance","
  2022-12-30","
  UCSF Network Recharge and GAEL Insurance for Residents","
  135.8
"
"2253249-1920","Insurance","
  2022-12-30","
  Insurance for Residents","
  8086.32
"
"2253249-1920","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  Professional Development for Residents","
  1121.73
"
"2253249-1920","Insurance","
  2022-12-30","
  Malpractice charge for Residents","
  1030.54
"
"2253249-1920","Unused Funds","
  2022-12-30","
  Salaries and Benefits for Residents and Faculty","
  282995.29
"
"2253249-1920","Resident Well-Being","
  2022-12-30","
  Resident lodging for away rotations","
  1600
"
"2253249-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Time","
  190000
"
"2253249-2021","Meals","
  2022-12-30","
  Meals for Residents at VCH","
  3992.44
"
"2253249-2021","Unused Funds","
  2022-12-30","
  Supplies moved to another funding source","
  -6234.96
"
"2253249-2021","Unused Funds","
  2022-12-30","
  Funds will be used for Faculty Time","
  62242.52
"
"2253249-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Time","
  125000
"
"2253169-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salary, benefits, and insurance expenses for residents that were incurred between July - December 2022","
  30000
"
"2253169-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Salary, benefits, and insurance expenses for residents that were incurred between July - December 2022","
  30000
"
"2253169-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Salary, benefits, and insurance expenses for residents that were incurred between July - December 2022","
  30000
"
"2253205-2122","Unused Funds","
  2022-12-30","
  Graduation ceremony and resident equipment (stethoscopes) ","
  25000
"
"2253205-2021","Licensing Fees","
  2022-08-18","
  CARE- Dragon Speak Licenses for Residents ","
  18823.2
"
"2253205-2021","Resident Well-Being","
  2022-10-14","
  Resident Wellness Activity ","
  1693.54
"
"2253205-2021","Faculty Development","
  2022-12-23","
  STFM Membership","
  375
"
"2253205-2021","Travel","
  2022-10-06","
  Rural Resident Rotation ","
  1442.57
"
"2253205-2021","Unused Funds","
  2022-12-30","
  Faculty development, resident wellness activities, and resident retreat","
  40165.69
"
"2253230-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Salary/Benefits","
  24462
"
"2253230-2021","Unused Funds","
  2022-12-30","
  Faculty Salary/Benefits","
  25538
"
"2253231-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries, Benefits for Residents","
  59213.15
"
"2253231-1920","Unused Funds","
  2022-12-30","
  Salaries, Benefits for Residents","
  6176.21
"
"2253293-2122","Recruitment","
  2022-10-18","
  Community Engagement Collaboration with Wilson High School Parent Center Donation Closet Gift Cards to facilitate purchase of items for donation closet","
  321
"
"2253293-2122","Recruitment","
  2022-10-24","
  Community Engagement Wilson High School and Homeboy Industries community representative interviewers to compensate for time spent interviewing the applicants to our next residency class","
  347
"
"2253293-2122","Recruitment","
  2022-10-24","
  Community Engagement, breakfast for Wilson High School Parent Center Volunteers at Homeboy Industries to introduce our two groups of collaborators to each other","
  147.64
"
"2253293-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-01","
  Nathional Med Peds Residency Association Membership for program","
  400
"
"2253293-2122","Recruitment","
  2022-11-01","
  Supples for recruitment meals, utensils, plates, napkins","
  23.09
"
"2253293-2122","Meals","
  2022-10-28","
  Meal for our continuity clinic nursing staff to improve morale and retention in our understaffed underresourced clinic","
  89.1
"
